# Points          U_ee                 U_NN                 U_pol         alpha
23040     -177.90921738937831   -177.72226223976136   -0.008351324959   76.677839     # PL2
92160     -177.78866342664270   -177.60140201759407   -0.008348812960   76.677140     # PL3
368640    -177.79431839472176   -177.60719367081887   -0.008349580509   76.677849     # PL4
1474560   -177.79588754666588   -177.60880249415140   -0.008349827196   76.678052     # PL5
